customer_tweet_id,customer_text,historical_brand_reply,predicted_intent,confidence,best_similarity,retrieved_count,action,decision_reason,retrieved_reply
2560385,@AppleSupport I finally updated my new iPhone 8 to 11.1.1 and my battery is draining fast. Any fix? It was fine before the update,@726721 We totally understand needing a battery that lasts. Lets first start with making sure your settings are adjusted as suggested in the following article: https://t.co/bivpdfBNJ6,battery_issue,0.8137,0.4048,18,AUTO-HANDLE,High-confidence historical match,"@660917 We'll be happy to look into your battery concerns and get your iPhone lasting as expected. To get started, we want to be sure you're running the latest software. Go ahead and let us know which iOS version you have installed, located under Settings &gt; General &gt; About."
1936730,"Ios 11 software included many errors. Now with 11.0.3, whatsapp messages has not received. @115858",@576184 We'd love to work more with you on this. Meet up with us in DM with more details to get started. https://t.co/GDrqU22YpT,software_update_issue,0.8149,1.0,10,AUTO-HANDLE,High-confidence historical match,@576184 We'd love to work more with you on this. Meet up with us in DM with more details to get started. https://t.co/GDrqU22YpT
2287269,@AppleSupport I don't think I had that feature,"@387633 Understood. Find My iPod is the only way that you can locate a missing iPod. If Find My iPod isn't enabled on your iPod before it goes missing, there is no other Apple service that can find the iPod for you. If needed, you can contact law enforcement for further help.",general_support,0.2376,0.8854,5,ESCALATE,Intent is too broad or unclear,@544947 Do you currently have iCloud turned on for Contacts? This info can be found under Settings &gt; Your Name &gt; iCloud.
428695,@AppleSupport Is there any way to type questions to Siri on mac? Would make it actually useful because talking is often rude or disrupting,@216962 Hi there! You can enable Type to Siri on your Mac following the steps here: https://t.co/hsJ2ShPCYM,information_or_how_to,0.5329,0.2276,8,ESCALATE,Low intent confidence,"@302344 Thanks for clarifying. We just wanted to make sure you were both helped, if needed. We're here if you need us as well. https://t.co/GDrqU22YpT"
1441990,@AppleSupport what is going on with iOS 11.1 and the letter “I️” ! It’s a box and a exclamation point smh,@454566 That should not be happening. Let us help. Tell us more about this in DM. https://t.co/GDrqU22YpT,software_update_issue,0.5133,0.2954,1,ESCALATE,Low intent confidence,@764487 You're welcome. We’ve recently released an update which addresses this issue. Don’t forget to create a backup of your device before you update: https://t.co/xXaXeeSRt9
2170679,@AppleSupport. Fix the messages bug in ios11.1 this is a joke!,@473163 We'd like to help. DM us and we'll go from there. https://t.co/GDrqU22YpT,general_support,0.2963,0.4855,17,ESCALATE,Intent is too broad or unclear,@607318 We want to help. Can you tell us in DM which steps you've tried so far? This way we won't have you do any steps over again. https://t.co/GDrqU22YpT
568851,"@AppleSupport Yes, I have iPhone 8 Plus and iPad Pro. No problems on those.","@235333 We appreciate you checking on those devices. To clarify, are there any visual accessibility features enabled on your iPhone X? Let us know in a DM and we'll take it from there. https://t.co/GDrqU22YpT",general_support,0.1883,1.0,19,ESCALATE,Intent is too broad or unclear,"@235333 We appreciate you checking on those devices. To clarify, are there any visual accessibility features enabled on your iPhone X? Let us know in a DM and we'll take it from there. https://t.co/GDrqU22YpT"
1940049,@133210 @115858 Funny you say that.  My husband has gone through 3 new phones and they're all screwed up in different ways.  Damn you Apple #getAndroid,@577826 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,other,0.2892,1.0,5,ESCALATE,Intent is too broad or unclear,@577826 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT
2284639,@AppleSupport My phone says I’m not connected to internet and cannot verify install when I️ clearly am connected and have no issues on WiFi otherwise. #buggyAF,@663910 We have some steps to try here in regards to that particular issue: https://t.co/Ui1yTnOCUz Be sure to let us know if you still need help afterwards. We're here for you.,connectivity_issue,0.9296,0.4607,9,AUTO-HANDLE,High-confidence historical match,@698837 Are your using Wi-Fi or mobile data? Let us know in DM. https://t.co/GDrqU22YpT
2645618,Why is the bluetooth always on even though I did not turn it on? Can you please explain? Is this a bug? Fix this asap @AppleSupport,"@730873 We want to make sure your Bluetooth is working as expected. Are you turning Bluetooth off via Settings or using Control Center? If using Control Center, iOS 11 disconnects your connections, but Bluetooth is not turned off. Read more here: https://t.co/G7BHuQnDS6",connectivity_issue,0.584,0.2601,1,ESCALATE,Low intent confidence,@343718 We'll help! Bluetooth and Wi-Fi functions in the Control Center are updated in iOS 11. Learn more here: https://t.co/vzVz37YMv0
112850,I swear my iPhone camera is acting up. It now looks like it has some type of dark/grainy filter no matter which app I open camera in. #iphoneX #help @AppleSupport 📱,"@141085 We're here for you! When did the camera issue first start? If you can also let us know which iOS version is currently installed, we'll do our best to assist.",device_functionality_issue,0.4398,0.3391,10,ESCALATE,Device-specific troubleshooting required,@439503 We're here for you. Can you provide details on what's going on with the camera?
1895770,@AppleSupport I had an iPhone 7. Someone stole it and unblocked from iCloud. What can I do?,@565047 We can provide you with some information. Take a look at the following article for recommendations: https://t.co/fUoKdx4Yut,general_support,0.2675,0.4394,20,ESCALATE,Intent is too broad or unclear,@188368 Thank you. What is the iOS version in Settings &gt; General &gt; About?
2202157,can we get the fade filter back @AppleSupport,@643975 Thank you for reaching out. Please leave feedback about this here:  https://t.co/eTPVYVFyd8,general_support,0.2863,0.0986,10,ESCALATE,Intent is too broad or unclear,@222739 Let's get you in contact with our Apple Online Store team for help:  https://t.co/8yjRd1Xo0i
240111,Seriously @115858 you've released an interim #OS11 update &amp; not fixed the wifi/Bluetooth staying on issue; surely this isn't a feature?!,@173033 We can certainly look into this with you. Are you referring to Wi-Fi and Bluetooth functionality in the Control Center?,connectivity_issue,0.5935,0.2367,7,ESCALATE,Low intent confidence,@417594 What's going on with your Wi-Fi and Bluetooth? This link can help with brightness: https://t.co/bkqEVCrK2l
215822,The new @115858 iOS sucks. Emailing from the phone is now a pain. Charging the battery twice a day is not exciting. What else?,@167326 We can look into this for you. Send us a DM and we'll see what options are available. https://t.co/GDrqU22YpT,battery_issue,0.9624,0.2493,11,ESCALATE,Low historical similarity,@173762 We want to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
1880824,@115858 @AppleSupport #ios11update is the worst ever os since apple started making iPhones Battery life almost half and started hang problems,"@561330 We'd like to hear more details. DM us using the link below, we're glad to work with you to get this resolved. https://t.co/GDrqU22YpT",battery_issue,0.8298,0.358,9,ESCALATE,Low historical similarity,@554224 We're happy to look into this with you. Please meet us in DM and we'll continue there. https://t.co/GDrqU22YpT
1275101,@AppleSupport A few vehicles and a JBL headset. But none on or within range.,"@418476 Let's discuss some additional options to help. To continue, please DM us with the country where you're located. https://t.co/GDrqU22YpT",general_support,0.3042,0.4764,5,ESCALATE,Intent is too broad or unclear,"@376853 Sounds like our newest Apple Watch may have the features you're looking for. Look at those features, here: https://t.co/1EvjWz8AK7"
556936,@AppleSupport ⁉️ Text Replacement not working after 11.2 iOS update 🤦🏻‍♂️,@250047 Hey there! We'd like to look into this with you. Is this happening with all apps that can use Text Replacement or just some? Let's meet up in DM to continue: https://t.co/GDrqU22YpT,software_update_issue,0.8938,0.4209,5,ESCALATE,Sensitive or unresolved issue,@754788 Thank you. Send us a DM and we'll look into this further. https://t.co/GDrqU22YpT
146705,@AppleSupport Yes  today when I went to Apple for help everything worked once connected to the Apple store WiFi and as soon as I left it started acting stupid again,@149304 Let's take a deeper look into this to determine the issue. Send us a DM with your iPhone model and iOS version from Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,connectivity_issue,0.5615,0.0,0,ESCALATE,Low intent confidence,
2093823,"If @115858 don’t fix this problem with my texting, ima cry. What is this? https://t.co/QEd5rRtSpi",@618668 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/evcqP6KgPj,information_or_how_to,0.235,1.0,2,ESCALATE,Low intent confidence,@618668 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/evcqP6KgPj
1354108,"@AppleSupport Bug in iOS 11.0.3 , whenever I toggle airplane mode it turns on the Bluetooth and Wifi antennas ON. https://t.co/X2eYLTMVjJ",@435776 We can assist you. Please DM us with your device model and we'll help you further. https://t.co/GDrqU22YpT,connectivity_issue,0.7444,0.48,14,AUTO-HANDLE,High-confidence historical match,@190163 Got it. The Control Center has changed a bit in iOS 11. This article has more details: https://t.co/G7BHuQnDS6
486157,"@115858 ...why iPhone’s owner is pushed into the next device, even if it doesn’t work properly? iOs is disturbing iPhone 7 operation, in my case, a 6m device","@230659 We'd like to look into what you're experiencing. Join us in DM with more details about the issue, we're happy to help. https://t.co/GDrqU22YpT",software_update_issue,0.1832,0.2496,2,ESCALATE,Low intent confidence,@578706 We'd like to look into this more with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT
868176,@AppleSupport SE/Plantronics PLT-V5200; SE/Samsung HM-1900; Iphone 6/Motorola HX550.  SEs are T_mobile.  iPhone 6 is AT&amp;T.  All are running 11.0.3.,@326133 Have you tried connecting all the phones to the various devices or only one in particular? Check out https://t.co/JMbUWh4fsj,software_update_issue,0.2056,0.3015,5,ESCALATE,Low intent confidence,"@358781 Thanks for the info. We can go ahead and update to 11.0.3, which should patch the app."
2309414,@115858 Did UI hitboxes get reduced in iOS 11? Running 11.2 public beta 2 and I'm still having trouble with unregistered taps.,@464741 Thanks for reaching out. Send us a DM and we'll be happy to continue there. https://t.co/GDrqU22YpT,software_update_issue,0.7107,0.4576,7,AUTO-HANDLE,High-confidence historical match,@396320 Thanks for that. DM us here to continue: https://t.co/GDrqU22YpT
2850858,@AppleSupport I’m trying to set up my new iPhone and it’s past the new phone set up but none of my photos or contacts are on it and it’s not working. My old one is still working,@384144 Congrats on your new iPhone. Let's get this new one showing all your data. How did you transfer your data from one to the other? Please DM us. https://t.co/GDrqU22YpT,information_or_how_to,0.2692,0.4853,11,ESCALATE,Sensitive or unresolved issue,"@581548 We're happy to help. If you use Two-factor authentication, follow the steps here to set a trusted device: https://t.co/RONuUjClwW"
386546,"@AppleSupport @115858 
We need a QUICK fix!
Battery dies FAST!
Lost 3 email accounts and 
its driving me CRAZY...😡🤬 https://t.co/Hm8olwPAbJ",@207509 We'd like to look into this with you. Please DM us your iPhone type and exact iOS version to get started. https://t.co/GDrqU22YpT,battery_issue,0.5034,0.3029,5,ESCALATE,Sensitive or unresolved issue,"@667215 We're here for you! Send us a DM with your current iOS version, and we'll take a closer look at your battery life together. https://t.co/GDrqU22YpT"
583701,"@AppleSupport iPhone 6 crashed. Couldn't find anything online about it because I'm 9 hrs ahead. Tried restoring phone, I'm locked out of my iCloud bc I'm not in the states and don't have my phone number to verify. I legit thought phone was hacked",@257680 Thanks for reaching out about your particular situation. Let’s work together to get this addressed. Are you presented with a “Didn’t Get a Code” option when you attempt to sign in? Let us know via a DM. We’ll keep moving from there. https://t.co/GDrqU22YpT,performance_freezing,0.254,0.2594,3,ESCALATE,Sensitive or unresolved issue,@716742 We'd be happy to assist with your iPhone today. Send us a DM to get started. https://t.co/GDrqU22YpT
707420,"@AppleSupport iPhone 6s, battery life is very short. Screen is destroyed I am barely use it",@289120 Let's look into this together. Please meet us in DM and let us know which iOS version you have on your device. https://t.co/GDrqU22YpT,battery_issue,0.8365,0.4633,5,AUTO-HANDLE,High-confidence historical match,@467248 DM the specific iOS version you are using currently so we can help out. https://t.co/GDrqU22YpT
1881821,Hey @115858 why is my phone losing 1% battery every 3 sec with brightness all the way down &amp; 1 app in use due to the your latest IOS update?,"@561563 We’d love to help with your battery life. To start, send us a DM confirming which iPhone and exact iOS version you’re using. https://t.co/GDrqU22YpT",battery_issue,0.6081,0.3192,3,ESCALATE,Low historical similarity,"@608420 We need some details, then we can work together on a solution. DM the device model and your country. We'll meet up there. https://t.co/GDrqU22YpT"
2919994,"@AppleSupport The most recent one, I’ve just installed it  tonight as requested by the MacBook?!",@808172 Thank you for that information.  You will want to contact Microsoft directly to see what updates are available for you.,general_support,0.3096,0.4614,8,ESCALATE,Intent is too broad or unclear,"@483395 OK. As it turns out, without having a backup, there isn’t a way to retrieve content that was emptied from the Trash."
303109,@AppleSupport Is there anyway I can go back to IOS 10 ?,@188346 We do not support going back to older versions. It's important that iOS is up-to-date for the latest features and security.,information_or_how_to,0.3211,1.0,6,ESCALATE,Low intent confidence,"@382612 Got it. Send us a DM with the country you're located in, and we'll go from there. https://t.co/GDrqU22YpT"
36657,@AppleSupport iPhone 6 and I gotta twist it to work,@123987 Got it. Meet up with us in DM so we can gather more details and look into next best support options. DM us your country. https://t.co/GDrqU22YpT,general_support,0.4251,0.3885,20,ESCALATE,Intent is too broad or unclear,@188368 Thank you. What is the iOS version in Settings &gt; General &gt; About?
1095203,"Yooooo @AppleSupport, my alarm does not ring/rings incredibly soft, since IOS11. How do I fix this shit ??? It does not ring on silent","@378444 You're in the right place for help. To get start, what is the current iOS version shown in Settings &gt; General &gt; About?",general_support,0.166,1.0,14,ESCALATE,Intent is too broad or unclear,"@378444 You're in the right place for help. To get start, what is the current iOS version shown in Settings &gt; General &gt; About?"
451439,"@AppleSupport No luck, same problem. I’ve tried on both my iPad and iPhone. I’m sending a lot of pictures, 70+, and some of them are very large 24MP images from a camera. All pictures are in iCloud Photo Library. https://t.co/S8QhaMVb5I",@222053 OK. We'd like to take a closer look at this. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,device_functionality_issue,0.2589,0.2186,1,ESCALATE,Device-specific troubleshooting required,@235797 Hi there! That appears to be a reflection of the bright light source on the camera lens.
1071307,@115858 do I need to address this or is this fake? https://t.co/WPHTjsE4FJ,@372803 That's not legitimate. You can read more about phishing messages and mail here: https://t.co/LNMCdqt6fD,other,0.5237,0.6585,10,ESCALATE,Intent is too broad or unclear,"@639845 We'd be glad to help with this for you. To get started, can you check to see what the sender's email is?"
1868633,@115858 I’m going to need there to be an update where my phone doesn’t freeze when I’m sending photos...... thx,"@558176 Let us know via DM the model of iPhone you're using, then we can work with you on resolving this from there. https://t.co/GDrqU22YpT",software_update_issue,0.6741,0.2688,10,ESCALATE,Low historical similarity,"@194013 We've got you. Let's look into what device you have, and which version of iOS you're trying to get together in DM. Here's a link to meet us there: https://t.co/GDrqU22YpT"
1484772,"My keyboard is sending out code and when I️ try to open apps they spaz, flicker, and refuse to open. What nonsense is this @AppleSupport ?!",@253438 We'd like to assist. Send us a Direct Message using the link below and we'll continue. https://t.co/GDrqU22YpT,app_or_itunes_issue,0.4601,0.2838,8,ESCALATE,Low intent confidence,@174002 Let's look into this together. Send us a DM so we can help you there. https://t.co/GDrqU22YpT
1273562,@AppleSupport on my last iPhone. My 7+ dies fast even when not in use. ya I close out pigs etc blah blah. Hello android thx #iOS11 https://t.co/7PbDgRdjmr,@418103 Which version of iOS 11 are you using? Check Settings &gt; General &gt; About and let us know in DM. https://t.co/GDrqU22YpT,general_support,0.2621,1.0,12,ESCALATE,Intent is too broad or unclear,@418103 Which version of iOS 11 are you using? Check Settings &gt; General &gt; About and let us know in DM. https://t.co/GDrqU22YpT
672238,"Ever since I updated to iOS 11, my vibration hasn’t been working @115858",@179607 We can look into this with you and see why vibration isn't working. What iPhone do you have and what happens with vibration?,software_update_issue,0.9685,0.3362,10,ESCALATE,Low historical similarity,"@701332 We'll take a look at that as well. When you mention that your phone won't tell you anything needs to be updated, are you talking about having notification issues too? What happens when you try to download a new app?"
1197551,@115858 ya update fucked my phone up pussc,@401377 We're here to help. DM us the details of the issue you are currently having. We can work on it together. https://t.co/GDrqU22YpT,software_update_issue,0.7382,1.0,17,AUTO-HANDLE,High-confidence historical match,@401377 We're here to help. DM us the details of the issue you are currently having. We can work on it together. https://t.co/GDrqU22YpT
2143352,@AppleSupport My led has glitched from the update,@630161 Send us a DM and we can look into this. https://t.co/GDrqU22YpT,software_update_issue,0.9352,1.0,7,AUTO-HANDLE,High-confidence historical match,@630161 Send us a DM and we can look into this. https://t.co/GDrqU22YpT
1748023,@AppleSupport nTHANKS MAN,@526940 You're welcome. Enjoy the rest of your day!,information_or_how_to,0.3946,0.3804,3,ESCALATE,Low intent confidence,@595083 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version. DM us back. https://t.co/GDrqU22YpT
1338818,@AppleSupport how can I cancel an order that’s not been dispatched,"@306944 We appreciate you reaching out to us. Our Sales team can help with this, please contact them here: https://t.co/8yjRd1Xo0i",information_or_how_to,0.4775,1.0,7,ESCALATE,Low intent confidence,"@306944 We appreciate you reaching out to us. Our Sales team can help with this, please contact them here: https://t.co/8yjRd1Xo0i"
2358746,"@AppleSupport Sporadic issues. Less frequent with fewer devices. However even when just the car is paired, there are still issues",@681237 DM us if you're using a case with your iPhone and we'll continue there. https://t.co/GDrqU22YpT,connectivity_issue,0.3051,0.1632,2,ESCALATE,Low intent confidence,"@392415 What device and iOS version are you using? Send us a Direct Message, we'll continue on from there. https://t.co/GDrqU2kzhr"
2485854,"@AppleSupport Thank you for your help--I deeply appreciate it. I'll also contact my university ITS. I did find a temporary work-around: return to an older machine and reformat. Those changes are retained when I open on the system with High Sierra, but further changes are subject to same issue.","@710075 You're welcome.  We're glad you found a work-around, until you get to speak to Microsoft Support.",general_support,0.4261,0.4003,20,ESCALATE,Intent is too broad or unclear,@402229 No problem. Let us know if you ever need support in the future.
1368828,@AppleSupport My laptop and smart tv both are working fine and running at normal speed. I’ve rebooted my modem several times. I’m on version 11.1.1 ... although I did 5 network reboots and it finally took... and it stayed connected for 5 Mins and stopped working again,"@438616 Understood. How many devices are connected to this network at one time? Are you able to connect to other networks, or does this persist?",connectivity_issue,0.3366,0.0,0,ESCALATE,Low intent confidence,
1044446,@AppleSupport that didn't really help me. i know not to give out info but 6 times i keep getting a call from your queens blvd store,"@366962 Please send us a DM, so we can help further with this. https://t.co/GDrqU22YpT",general_support,0.1886,0.4152,20,ESCALATE,Intent is too broad or unclear,@666607 How are these blocked contacts reaching out to you? Are you getting calls and messages from these contacts? What version of iOS are you running? Is this happening with all blocked contacts? Let us know and we'll continue support.
1628553,My phones been acting super shitty since I updated it..... @115858 😐🧐,@498544 What kind of issues are you having? We'd love to help. https://t.co/GDrqU22YpT,software_update_issue,0.6124,0.4179,15,AUTO-HANDLE,High-confidence historical match,@557062 What seems to be going on with your iPhone? We're happy to help. Send us a DM with details and we'll go from there. https://t.co/GDrqU22YpT
1865151,@115858 STOP CONNECTING MY BLUETOOTH IN MY CAR TO MY PHONE W/UR NEW DNDWD. MY BLUETOOTH DOESN'T WORK AND YOU'RE NOT HELPING,@557238 We want to help. Please DM us details on what exactly is happening and we'll be happy to continue support with you there. https://t.co/GDrqU22YpT,connectivity_issue,0.9254,1.0,14,AUTO-HANDLE,High-confidence historical match,@557238 We want to help. Please DM us details on what exactly is happening and we'll be happy to continue support with you there. https://t.co/GDrqU22YpT
2299666,@AppleSupport what is going on with the latest update???? Phone battery on my 6s dies in 4 hours!!!!!!  Wtf???,@667466 We want to help you find the right solution. Shoot us a DM and let's begin. https://t.co/GDrqU22YpT,battery_issue,0.8605,1.0,5,AUTO-HANDLE,High-confidence historical match,@667466 We want to help you find the right solution. Shoot us a DM and let's begin. https://t.co/GDrqU22YpT
1311457,@AppleSupport - Your 11.0.2 update has caused our iPhones &amp; iPads unable to Air Print to our HP Envy 4650 printer.  HP says it’s your issue.,"@426450 Hi there! The HP Envy 4650 isn't listed in our supported printers article: https://t.co/QdNwefvlaj
Questions? DM us. https://t.co/GDrqU22YpT",software_update_issue,0.7026,0.2338,1,ESCALATE,Low historical similarity,@328849 We'd love to help with the trouble that you're having. Please send us a DM to get started. https://t.co/GDrqU22YpT
1067790,"@AppleSupport, Plus, when I go to tweet, it shows me a previous tweet I created, but also deleted. Weird stuff going on.",@139961 We're happy to assist with this. Which version of iOS is installed? When did these issues start?,information_or_how_to,0.2226,1.0,2,ESCALATE,Low intent confidence,@139961 We're happy to assist with this. Which version of iOS is installed? When did these issues start?
2205938,Dear @AppleSupport I need my contacts back. 😭,@644982 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,general_support,0.3512,0.5535,14,ESCALATE,Intent is too broad or unclear,@240319 We’d love to help. Here is a helpful link. https://t.co/xU1AGHStV6 DM us any questions. https://t.co/GDrqU22YpT
366965,@AppleSupport Thanks! I’m using an iPhone 7 Plus and it’s updated to the latest version of iOS.,"@202919 Got it, thanks. DM us what's happening with Bluetooth and your car and we'll work from there. https://t.co/GDrqU22YpT",software_update_issue,0.8344,0.4506,15,AUTO-HANDLE,High-confidence historical match,@324848 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
372499,@AppleSupport Keeps freezing. Some apps stop opening.,@204261 Thanks so much for clarifying the issue for us. Please DM us which device you are using. https://t.co/GDrqU22YpT,performance_freezing,0.7068,0.608,6,ESCALATE,Device-specific troubleshooting required,@324532 Send us a DM and let us know if you're getting a temperature warning. We'll continue there. https://t.co/GDrqU22YpT
369294,@AppleSupport my phone won't let me update ☹️☹️☹️,@203490 We're here for you. Try these steps: https://t.co/80YRnjDFDk Let us know if you have questions.,software_update_issue,0.8548,0.7238,11,AUTO-HANDLE,High-confidence historical match,@486278 Let's look at this together. Could you tell us which iPhone and iOS version you're using?
196004,Pq meu celular diminuiu a qualidade das fotos da galeria ? @AppleSupport,"@162114 Since our Twitter support is available in English, get help at https://t.co/IBIY3w3RGR or join https://t.co/pvaOFg6Mb1",general_support,0.3801,0.4901,12,ESCALATE,Intent is too broad or unclear,"@491387 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
2833086,Computer issues when you have assignments due are the worse complete shit. @115858 my MacBook can't be that old to be having these kind of issues 😡,@788709 We'd be happy to look into this with you. What's going on with your MacBook? What macOS version do you have installed?,other,0.2636,1.0,9,ESCALATE,Intent is too broad or unclear,@788709 We'd be happy to look into this with you. What's going on with your MacBook? What macOS version do you have installed?
2958696,Really wish that my iMessage issues since High Sierra would get fixed. But no light in sight. 😕 @AppleSupport #apple,"@816598 We certainly want to get those Messages working for you! Reach out to us in DM and let us know which Mac you have and what version of macOS High Sierra you're running. Also, tell us more about exactly what's going on with Messages. https://t.co/GDrqU22YpT",general_support,0.2469,0.32,9,ESCALATE,Intent is too broad or unclear,@511906 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
257117,@AppleSupport simple problem w airpods. phone/chat support not helpful (I know more than they do.) How do I speak with someone who can help?,@177157 We’d be glad to help you here. Let’s bring this conversation to DM so we can find the next best steps. https://t.co/GDrqU22YpT,general_support,0.2216,0.399,8,ESCALATE,Intent is too broad or unclear,"@251463 Since the payment methods can vary by country, taking a look at the article is the easiest way to find what options are available in your region. If you need additional assistance, our iTunes Store team can help out here:  https://t.co/SDIe7UiyJN"
2351540,"Listen, @115858, honey, we gotta talk about that Siri calendar-auto-adding with wrong time zones. That can destroy lives. Fix ittttt!","@679615 Tell us what you experienced in DM and which devices, and we'll be happy to work with you to figure it out. https://t.co/GDrqU22YpT",other,0.3532,0.2417,6,ESCALATE,Intent is too broad or unclear,@486837 Let's have you try the steps in this article: https://t.co/gKAEL4wRnw Let us know if that helps.
1551792,@AppleSupport That’s NOT a correction 🤦🏻‍♂️,@480181 Did the steps in that article work for you? Let us know in a DM: https://t.co/GDrqU2kzhr,general_support,0.3504,1.0,15,ESCALATE,Intent is too broad or unclear,@480181 Did the steps in that article work for you? Let us know in a DM: https://t.co/GDrqU2kzhr
228447,"@AppleSupport Now that you mention it, i check the imessage, and same with whatsapp (emo key block some of the message). And keyboard also blocked twitter message. Ios 11.1.1 https://t.co/m9auCqDJCD",@170453 Thanks for the screenshots. Do you experience the same behavior after you restart your iPhone?,software_update_issue,0.3555,0.2718,10,ESCALATE,Low intent confidence,@662581 We'd like to help. Do you see this on your keyboard when typing?
637507,@AppleSupport Since the last IOS update the autocorrect is a mess : sometimes the prediction does not work at all and it cut your words. Sometimes a number comes in a middle of a word ... Before it never happened but since ios 11 I just want to  if you can not throw this iPad on the floor !,@271158 We'd like to see if you can capture this behavior in a video so we can better understand the issue at hand. Meet up with us in DM at the link below to continue. https://t.co/GDrqU22YpT,software_update_issue,0.8918,0.261,17,ESCALATE,Low historical similarity,"@368703 Got it. Back up and update your iPhone as our article explains: https://t.co/80YRnjDFDk Once you've got iOS 11.1.1, DM us if you still have issues typing the letter i. https://t.co/GDrqU22YpT"
2545678,"“iOS 11 is stable now!” says MacRumors forums. Yeah, let me take 10 minutes to connect my AirPods to my iPad just to have them connect, disconnect, reconnect, disconnect, reconnect, not play audio, disconnect, reconnect, disconnect, play audio, and disconnect again. @AppleSupport",@185133 We can help with Bluetooth. Is it just the iPad that's having issues with the AirPods? Have you been able to test them with any other iOS devices?,connectivity_issue,0.8327,0.4716,15,AUTO-HANDLE,High-confidence historical match,@325331 Thank you for those details. Let's check for any debris in the charging port that could be causing the cable not to fit.
596843,"@AppleSupport Hi Apple Support. My iMac suddenly reboots itself in the middle of the night since I installed boot camp. This only occurs when I am running Mac OS, when I wake up in the morning the computer is off. I have reinstalled Mac OS (without formatting) without success.","@261481 That's unexpected, but we'd be happy to help get your iMac working correctly. Join us in DM and let us know which version of macOS you're running. https://t.co/GDrqU22YpT",information_or_how_to,0.256,0.2023,2,ESCALATE,Low intent confidence,"@236222 We're happy to work with you on this! Were you using a beta version of macOS, or did you revert to a previous version of macOS?"
1489603,@AppleSupport Ok.. is there anyway to recover a locked account other than the trusted phone number? I have no clue what I set it as 8 years ago,@465980 You may need the assistance of our Account Security team. Use this link to get started:  https://t.co/UJm15vmMM2,account_or_billing_issue,0.6402,0.2415,4,ESCALATE,Sensitive or unresolved issue,"@537978 We'd love to look into this with you. Meet up with us in DM with a few specifics, and we'll get started. https://t.co/GDrqU22YpT"
354532,@AppleSupport @115858 why is my brightness is going up by itself? explain! https://t.co/tWvY1ivQIl,@200268 Let's take a look at this together. We'll continue in DM. https://t.co/GDrqU22YpT,information_or_how_to,0.3595,0.4635,9,ESCALATE,Low intent confidence,@790012 Let's try changing Auto Brightness under Settings &gt; General &gt; Accessibility &gt; Display Accommodations.  Let us know if that helps.
719914,@AppleSupport do you have any idea why “hey Siri” has stopped working? I’ve a 6s and I’ve rebooted it several times and nothing!,"@292295 We’re happy to help. To clarify, how long has this been happening? Can you still use Siri by holding the Home button?",performance_freezing,0.1877,0.4014,2,ESCALATE,Device-specific troubleshooting required,"@224206 What version of watchOS, and iOS are you running on your devices? DM us back. https://t.co/GDrqU22YpT"
2350770,"@AppleSupport It’s a 7 button is not pressing at, all and it’s version 11:11 installed",@679442 Thanks for the info! Where did you have the screen replaced? Let us know in a DM. https://t.co/GDrqU22YpT,device_functionality_issue,0.2496,0.5199,2,ESCALATE,Device-specific troubleshooting required,@725015 Got it. Let's take a closer look at this. Please DM us to continue. https://t.co/GDrqU2kzhr
2543032,@AppleSupport Geez already. Upgraded to iOS 11 and the WiFi keeps kicking me out with incorrect password given. Will you fix that? Seems to be the bug here.,@722983 We'll be glad to assist you today. Does this happen for other Wi-Fi networks you connect to?,software_update_issue,0.5398,0.3364,7,ESCALATE,Sensitive or unresolved issue,@219639 iOS 11 had changes for the Control Center. This disconnects you from the current Wi-Fi. Learn more here: https://t.co/vodH4madjc
1572297,@AppleSupport Not the same feature as the zoom display option in display and brightness - like in all other models.  Wasn’t a question it was a request,"@484695 We value you feedback. To have your voice heard, leave your suggestions here:  https://t.co/eTPVYVFyd8",device_functionality_issue,0.3666,0.2775,6,ESCALATE,Device-specific troubleshooting required,@184361 We'd love it if you could get together with us in DM so we can help get this sorted out. Join us here: https://t.co/GDrqU22YpT
1683476,@115858 fix the damn auto correct please. I️m just trying to say “it” not I .T ??!?!?,@511704 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXefaskH,other,0.5419,1.0,14,ESCALATE,Intent is too broad or unclear,@511704 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXefaskH
